id,order_id,product_id,quantity,unit_price,line_amount
ORDER_000000018_ITEM_001,ORDER_000000018,PRODUCT_000000447,4,36063.69,144254.76
ORDER_000000018_ITEM_002,ORDER_000000018,PRODUCT_000000028,5,59574.09,297870.45
ORDER_000000019_ITEM_001,ORDER_000000019,PRODUCT_000000022,2,45920.17,91840.34
ORDER_000000019_ITEM_002,ORDER_000000019,PRODUCT_000000178,1,47307.01,47307.01
ORDER_000000020_ITEM_001,ORDER_000000020,PRODUCT_000000141,4,60379.69,241518.76
ORDER_000000020_ITEM_002,ORDER_000000020,PRODUCT_000000206,5,31826.52,159132.60
ORDER_000000021_ITEM_001,ORDER_000000021,PRODUCT_000000147,4,92300.17,369200.68
ORDER_000000021_ITEM_002,ORDER_000000021,PRODUCT_000000042,4,19264.08,77056.32
ORDER_000000022_ITEM_001,ORDER_000000022,PRODUCT_000000094,1,21201.40,21201.40
ORDER_000000022_ITEM_002,ORDER_000000022,PRODUCT_000000125,2,4685.00,9370.00
ORDER_000000023_ITEM_001,ORDER_000000023,PRODUCT_000000272,2,94698.05,189396.10
ORDER_000000023_ITEM_002,ORDER_000000023,PRODUCT_000000465,4,38932.41,155729.64
ORDER_000000024_ITEM_001,ORDER_000000024,PRODUCT_000000476,1,27343.60,27343.60
ORDER_000000024_ITEM_002,ORDER_000000024,PRODUCT_000000094,3,21201.40,63604.20
ORDER_000000025_ITEM_001,ORDER_000000025,PRODUCT_000000298,1,34810.78,34810.78
ORDER_000000025_ITEM_002,ORDER_000000025,PRODUCT_000000324,2,48039.75,96079.50
ORDER_000000026_ITEM_001,ORDER_000000026,PRODUCT_000000309,3,21018.23,63054.69
ORDER_000000026_ITEM_002,ORDER_000000026,PRODUCT_000000329,3,46396.83,139190.49
ORDER_000000027_ITEM_001,ORDER_000000027,PRODUCT_000000272,5,94698.05,473490.25
ORDER_000000027_ITEM_002,ORDER_000000027,PRODUCT_000000010,3,87922.83,263768.49
ORDER_000000028_ITEM_001,ORDER_000000028,PRODUCT_000000436,4,83499.26,333997.04
ORDER_000000028_ITEM_002,ORDER_000000028,PRODUCT_000000334,3,59753.22,179259.66
ORDER_000000029_ITEM_001,ORDER_000000029,PRODUCT_000000451,5,25907.36,129536.80
ORDER_000000029_ITEM_002,ORDER_000000029,PRODUCT_000000479,5,82501.66,412508.30
ORDER_000000030_ITEM_001,ORDER_000000030,PRODUCT_000000240,3,4886.70,14660.10
ORDER_000000030_ITEM_002,ORDER_000000030,PRODUCT_000000185,1,14564.13,14564.13
ORDER_000000031_ITEM_001,ORDER_000000031,PRODUCT_000000370,3,33558.91,100676.73
ORDER_000000031_ITEM_002,ORDER_000000031,PRODUCT_000000033,5,59473.18,297365.90
ORDER_000000032_ITEM_001,ORDER_000000032,PRODUCT_000000473,4,30746.20,122984.80
ORDER_000000032_ITEM_002,ORDER_000000032,PRODUCT_000000385,1,33639.11,33639.11
ORDER_000000033_ITEM_001,ORDER_000000033,PRODUCT_000000057,3,85319.62,255958.86
ORDER_000000033_ITEM_002,ORDER_000000033,PRODUCT_000000324,2,48039.75,96079.50
ORDER_000000034_ITEM_001,ORDER_000000034,PRODUCT_000000068,2,15542.13,31084.26
ORDER_000000034_ITEM_002,ORDER_000000034,PRODUCT_000000323,1,45143.91,45143.91
ORDER_000000035_ITEM_001,ORDER_000000035,PRODUCT_000000033,3,59473.18,178419.54
ORDER_000000035_ITEM_002,ORDER_000000035,PRODUCT_000000445,3,21217.80,63653.40
ORDER_000000036_ITEM_001,ORDER_000000036,PRODUCT_000000113,2,49340.70,98681.40
ORDER_000000036_ITEM_002,ORDER_000000036,PRODUCT_000000167,2,48997.15,97994.30
ORDER_000000037_ITEM_001,ORDER_000000037,PRODUCT_000000471,3,78401.72,235205.16
ORDER_000000037_ITEM_002,ORDER_000000037,PRODUCT_000000372,4,94795.69,379182.76
ORDER_000000038_ITEM_001,ORDER_000000038,PRODUCT_000000074,4,21252.38,85009.52
ORDER_000000038_ITEM_002,ORDER_000000038,PRODUCT_000000345,2,75050.45,150100.90
ORDER_000000039_ITEM_001,ORDER_000000039,PRODUCT_000000114,4,5054.60,20218.40
ORDER_000000039_ITEM_002,ORDER_000000039,PRODUCT_000000408,3,80182.17,240546.51
ORDER_000000040_ITEM_001,ORDER_000000040,PRODUCT_000000435,1,51082.56,51082.56
ORDER_000000040_ITEM_002,ORDER_000000040,PRODUCT_000000047,4,86760.92,347043.68
ORDER_000000041_ITEM_001,ORDER_000000041,PRODUCT_000000040,2,4672.09,9344.18
ORDER_000000041_ITEM_002,ORDER_000000041,PRODUCT_000000346,5,89309.10,446545.50
ORDER_000000042_ITEM_001,ORDER_000000042,PRODUCT_000000400,3,34486.78,103460.34
ORDER_000000042_ITEM_002,ORDER_000000042,PRODUCT_000000164,5,77421.51,387107.55
ORDER_000000043_ITEM_001,ORDER_000000043,PRODUCT_000000415,4,20102.52,80410.08
ORDER_000000043_ITEM_002,ORDER_000000043,PRODUCT_000000285,1,42958.74,42958.74
ORDER_000000044_ITEM_001,ORDER_000000044,PRODUCT_000000025,4,86823.21,347292.84
ORDER_000000044_ITEM_002,ORDER_000000044,PRODUCT_000000342,3,75704.22,227112.66
ORDER_000000045_ITEM_001,ORDER_000000045,PRODUCT_000000117,2,17379.62,34759.24
ORDER_000000045_ITEM_002,ORDER_000000045,PRODUCT_000000135,2,32715.05,65430.10
ORDER_000000046_ITEM_001,ORDER_000000046,PRODUCT_000000330,5,31108.72,155543.60
ORDER_000000046_ITEM_002,ORDER_000000046,PRODUCT_000000495,2,25588.00,51176.00
ORDER_000000047_ITEM_001,ORDER_000000047,PRODUCT_000000387,5,72918.35,364591.75
ORDER_000000047_ITEM_002,ORDER_000000047,PRODUCT_000000253,4,74934.51,299738.04
ORDER_000000048_ITEM_001,ORDER_000000048,PRODUCT_000000219,3,2452.69,7358.07
ORDER_000000048_ITEM_002,ORDER_000000048,PRODUCT_000000013,3,62095.16,186285.48
ORDER_000000049_ITEM_001,ORDER_000000049,PRODUCT_000000407,2,59345.81,118691.62
ORDER_000000049_ITEM_002,ORDER_000000049,PRODUCT_000000220,1,83128.68,83128.68
ORDER_000000050_ITEM_001,ORDER_000000050,PRODUCT_000000452,5,86230.57,431152.85
ORDER_000000050_ITEM_002,ORDER_000000050,PRODUCT_000000261,3,75207.47,225622.41
ORDER_000000051_ITEM_001,ORDER_000000051,PRODUCT_000000239,4,20468.97,81875.88
ORDER_000000051_ITEM_002,ORDER_000000051,PRODUCT_000000340,4,54460.22,217840.88
ORDER_000000052_ITEM_001,ORDER_000000052,PRODUCT_000000004,1,78844.39,78844.39
ORDER_000000052_ITEM_002,ORDER_000000052,PRODUCT_000000273,4,73438.02,293752.08
ORDER_000000053_ITEM_001,ORDER_000000053,PRODUCT_000000308,4,38061.84,152247.36
ORDER_000000053_ITEM_002,ORDER_000000053,PRODUCT_000000487,2,25038.11,50076.22
ORDER_000000054_ITEM_001,ORDER_000000054,PRODUCT_000000422,4,38750.68,155002.72
ORDER_000000054_ITEM_002,ORDER_000000054,PRODUCT_000000121,4,12694.16,50776.64
ORDER_000000055_ITEM_001,ORDER_000000055,PRODUCT_000000470,4,32260.12,129040.48
ORDER_000000055_ITEM_002,ORDER_000000055,PRODUCT_000000073,5,32014.04,160070.20
ORDER_000000056_ITEM_001,ORDER_000000056,PRODUCT_000000368,5,5151.58,25757.90
ORDER_000000056_ITEM_002,ORDER_000000056,PRODUCT_000000014,2,87176.57,174353.14
ORDER_000000057_ITEM_001,ORDER_000000057,PRODUCT_000000348,4,22781.47,91125.88
ORDER_000000057_ITEM_002,ORDER_000000057,PRODUCT_000000413,5,37408.29,187041.45
ORDER_000000058_ITEM_001,ORDER_000000058,PRODUCT_000000074,3,21252.38,63757.14
ORDER_000000058_ITEM_002,ORDER_000000058,PRODUCT_000000024,4,9695.90,38783.60
ORDER_000000059_ITEM_001,ORDER_000000059,PRODUCT_000000309,2,21018.23,42036.46
ORDER_000000059_ITEM_002,ORDER_000000059,PRODUCT_000000081,5,7265.50,36327.50
ORDER_000000060_ITEM_001,ORDER_000000060,PRODUCT_000000326,2,94658.51,189317.02
ORDER_000000060_ITEM_002,ORDER_000000060,PRODUCT_000000267,3,29621.93,88865.79
ORDER_000000061_ITEM_001,ORDER_000000061,PRODUCT_000000028,1,59574.09,59574.09
ORDER_000000061_ITEM_002,ORDER_000000061,PRODUCT_000000443,5,54078.31,270391.55
ORDER_000000062_ITEM_001,ORDER_000000062,PRODUCT_000000017,1,17024.80,17024.80
ORDER_000000062_ITEM_002,ORDER_000000062,PRODUCT_000000023,4,68482.74,273930.96
ORDER_000000063_ITEM_001,ORDER_000000063,PRODUCT_000000128,5,14058.63,70293.15
ORDER_000000063_ITEM_002,ORDER_000000063,PRODUCT_000000333,2,84763.93,169527.86
ORDER_000000064_ITEM_001,ORDER_000000064,PRODUCT_000000365,4,62883.33,251533.32
ORDER_000000064_ITEM_002,ORDER_000000064,PRODUCT_000000072,3,86594.25,259782.75
ORDER_000000065_ITEM_001,ORDER_000000065,PRODUCT_000000155,3,75459.44,226378.32
ORDER_000000065_ITEM_002,ORDER_000000065,PRODUCT_000000344,4,13564.58,54258.32
ORDER_000000066_ITEM_001,ORDER_000000066,PRODUCT_000000337,2,31823.04,63646.08
ORDER_000000066_ITEM_002,ORDER_000000066,PRODUCT_000000205,4,83405.45,333621.80
ORDER_000000067_ITEM_001,ORDER_000000067,PRODUCT_000000354,4,25640.80,102563.20
ORDER_000000067_ITEM_002,ORDER_000000067,PRODUCT_000000398,4,55384.23,221536.92
ORDER_000000068_ITEM_001,ORDER_000000068,PRODUCT_000000392,1,73079.96,73079.96
ORDER_000000068_ITEM_002,ORDER_000000068,PRODUCT_000000071,4,56670.04,226680.16
ORDER_000000069_ITEM_001,ORDER_000000069,PRODUCT_000000463,1,52351.85,52351.85
ORDER_000000069_ITEM_002,ORDER_000000069,PRODUCT_000000006,1,13560.58,13560.58
ORDER_000000070_ITEM_001,ORDER_000000070,PRODUCT_000000081,4,7265.50,29062.00
ORDER_000000070_ITEM_002,ORDER_000000070,PRODUCT_000000409,5,57494.93,287474.65
ORDER_000000071_ITEM_001,ORDER_000000071,PRODUCT_000000090,5,38717.17,193585.85
ORDER_000000071_ITEM_002,ORDER_000000071,PRODUCT_000000215,5,17095.49,85477.45
ORDER_000000072_ITEM_001,ORDER_000000072,PRODUCT_000000336,2,52080.12,104160.24
ORDER_000000072_ITEM_002,ORDER_000000072,PRODUCT_000000430,2,21881.41,43762.82
ORDER_000000073_ITEM_001,ORDER_000000073,PRODUCT_000000232,5,49523.53,247617.65
ORDER_000000073_ITEM_002,ORDER_000000073,PRODUCT_000000242,5,68313.89,341569.45
ORDER_000000074_ITEM_001,ORDER_000000074,PRODUCT_000000257,5,17344.14,86720.70
ORDER_000000074_ITEM_002,ORDER_000000074,PRODUCT_000000244,2,40521.19,81042.38
ORDER_000000075_ITEM_001,ORDER_000000075,PRODUCT_000000306,4,87363.95,349455.80
ORDER_000000075_ITEM_002,ORDER_000000075,PRODUCT_000000500,1,50543.90,50543.90
ORDER_000000076_ITEM_001,ORDER_000000076,PRODUCT_000000113,2,49340.70,98681.40
ORDER_000000076_ITEM_002,ORDER_000000076,PRODUCT_000000263,4,30529.25,122117.00
ORDER_000000077_ITEM_001,ORDER_000000077,PRODUCT_000000130,3,94480.11,283440.33
ORDER_000000077_ITEM_002,ORDER_000000077,PRODUCT_000000310,1,57591.30,57591.30
ORDER_000000078_ITEM_001,ORDER_000000078,PRODUCT_000000405,3,53597.28,160791.84
ORDER_000000078_ITEM_002,ORDER_000000078,PRODUCT_000000410,2,61508.82,123017.64
ORDER_000000079_ITEM_001,ORDER_000000079,PRODUCT_000000185,1,14564.13,14564.13
ORDER_000000079_ITEM_002,ORDER_000000079,PRODUCT_000000428,1,47932.79,47932.79
ORDER_000000080_ITEM_001,ORDER_000000080,PRODUCT_000000027,1,44268.94,44268.94
ORDER_000000080_ITEM_002,ORDER_000000080,PRODUCT_000000357,3,38677.26,116031.78
ORDER_000000081_ITEM_001,ORDER_000000081,PRODUCT_000000186,1,79192.82,79192.82
ORDER_000000081_ITEM_002,ORDER_000000081,PRODUCT_000000134,3,15941.55,47824.65
ORDER_000000082_ITEM_001,ORDER_000000082,PRODUCT_000000077,4,9599.37,38397.48
ORDER_000000082_ITEM_002,ORDER_000000082,PRODUCT_000000131,2,1156.74,2313.48
ORDER_000000083_ITEM_001,ORDER_000000083,PRODUCT_000000428,3,47932.79,143798.37
ORDER_000000083_ITEM_002,ORDER_000000083,PRODUCT_000000425,1,22662.49,22662.49
ORDER_000000084_ITEM_001,ORDER_000000084,PRODUCT_000000094,4,21201.40,84805.60
ORDER_000000084_ITEM_002,ORDER_000000084,PRODUCT_000000458,5,2870.64,14353.20
ORDER_000000085_ITEM_001,ORDER_000000085,PRODUCT_000000140,3,80071.81,240215.43
ORDER_000000085_ITEM_002,ORDER_000000085,PRODUCT_000000248,5,77911.50,389557.50
ORDER_000000086_ITEM_001,ORDER_000000086,PRODUCT_000000427,3,5668.72,17006.16
ORDER_000000086_ITEM_002,ORDER_000000086,PRODUCT_000000041,4,62920.94,251683.76
ORDER_000000087_ITEM_001,ORDER_000000087,PRODUCT_000000131,4,1156.74,4626.96
ORDER_000000087_ITEM_002,ORDER_000000087,PRODUCT_000000330,2,31108.72,62217.44
ORDER_000000088_ITEM_001,ORDER_000000088,PRODUCT_000000323,4,45143.91,180575.64
ORDER_000000088_ITEM_002,ORDER_000000088,PRODUCT_000000261,4,75207.47,300829.88
ORDER_000000089_ITEM_001,ORDER_000000089,PRODUCT_000000229,2,66883.37,133766.74
ORDER_000000089_ITEM_002,ORDER_000000089,PRODUCT_000000273,5,73438.02,367190.10
ORDER_000000090_ITEM_001,ORDER_000000090,PRODUCT_000000105,4,25451.27,101805.08
ORDER_000000090_ITEM_002,ORDER_000000090,PRODUCT_000000316,3,68413.46,205240.38
ORDER_000000091_ITEM_001,ORDER_000000091,PRODUCT_000000255,3,87630.17,262890.51
ORDER_000000091_ITEM_002,ORDER_000000091,PRODUCT_000000013,4,62095.16,248380.64
ORDER_000000092_ITEM_001,ORDER_000000092,PRODUCT_000000263,3,30529.25,91587.75
ORDER_000000092_ITEM_002,ORDER_000000092,PRODUCT_000000011,2,63068.83,126137.66
ORDER_000000093_ITEM_001,ORDER_000000093,PRODUCT_000000337,1,31823.04,31823.04
ORDER_000000093_ITEM_002,ORDER_000000093,PRODUCT_000000232,2,49523.53,99047.06
ORDER_000000094_ITEM_001,ORDER_000000094,PRODUCT_000000354,1,25640.80,25640.80
ORDER_000000094_ITEM_002,ORDER_000000094,PRODUCT_000000102,4,22546.79,90187.16
ORDER_000000095_ITEM_001,ORDER_000000095,PRODUCT_000000492,5,26667.76,133338.80
ORDER_000000095_ITEM_002,ORDER_000000095,PRODUCT_000000186,3,79192.82,237578.46
ORDER_000000096_ITEM_001,ORDER_000000096,PRODUCT_000000137,1,7232.86,7232.86
ORDER_000000096_ITEM_002,ORDER_000000096,PRODUCT_000000462,5,70397.39,351986.95
ORDER_000000097_ITEM_001,ORDER_000000097,PRODUCT_000000459,3,30563.71,91691.13
ORDER_000000097_ITEM_002,ORDER_000000097,PRODUCT_000000098,3,93083.28,279249.84
ORDER_000000098_ITEM_001,ORDER_000000098,PRODUCT_000000307,1,65891.17,65891.17
ORDER_000000098_ITEM_002,ORDER_000000098,PRODUCT_000000163,1,85632.62,85632.62
ORDER_000000099_ITEM_001,ORDER_000000099,PRODUCT_000000336,2,52080.12,104160.24
ORDER_000000099_ITEM_002,ORDER_000000099,PRODUCT_000000094,4,21201.40,84805.60
ORDER_000000100_ITEM_001,ORDER_000000100,PRODUCT_000000261,3,75207.47,225622.41
ORDER_000000100_ITEM_002,ORDER_000000100,PRODUCT_000000190,3,79837.50,239512.50
ORDER_000000101_ITEM_001,ORDER_000000101,PRODUCT_000000001,5,20074.57,100372.85
ORDER_000000101_ITEM_002,ORDER_000000101,PRODUCT_000000079,1,20435.27,20435.27
ORDER_000000102_ITEM_001,ORDER_000000102,PRODUCT_000000311,5,35314.41,176572.05
ORDER_000000102_ITEM_002,ORDER_000000102,PRODUCT_000000086,5,24280.61,121403.05
ORDER_000000103_ITEM_001,ORDER_000000103,PRODUCT_000000490,3,20679.10,62037.30
ORDER_000000103_ITEM_002,ORDER_000000103,PRODUCT_000000269,3,81192.52,243577.56
ORDER_000000104_ITEM_001,ORDER_000000104,PRODUCT_000000160,1,39818.30,39818.30
ORDER_000000104_ITEM_002,ORDER_000000104,PRODUCT_000000496,4,46299.55,185198.20
ORDER_000000105_ITEM_001,ORDER_000000105,PRODUCT_000000178,3,47307.01,141921.03
ORDER_000000105_ITEM_002,ORDER_000000105,PRODUCT_000000249,4,8089.60,32358.40
ORDER_000000106_ITEM_001,ORDER_000000106,PRODUCT_000000072,5,86594.25,432971.25
ORDER_000000106_ITEM_002,ORDER_000000106,PRODUCT_000000087,1,88654.81,88654.81
ORDER_000000107_ITEM_001,ORDER_000000107,PRODUCT_000000034,2,29840.13,59680.26
ORDER_000000107_ITEM_002,ORDER_000000107,PRODUCT_000000376,1,68807.84,68807.84
ORDER_000000108_ITEM_001,ORDER_000000108,PRODUCT_000000355,2,42712.86,85425.72
ORDER_000000108_ITEM_002,ORDER_000000108,PRODUCT_000000253,4,74934.51,299738.04
ORDER_000000109_ITEM_001,ORDER_000000109,PRODUCT_000000279,1,91612.05,91612.05
ORDER_000000109_ITEM_002,ORDER_000000109,PRODUCT_000000039,3,48305.34,144916.02
ORDER_000000110_ITEM_001,ORDER_000000110,PRODUCT_000000022,4,45920.17,183680.68
ORDER_000000110_ITEM_002,ORDER_000000110,PRODUCT_000000286,2,65000.71,130001.42
ORDER_000000111_ITEM_001,ORDER_000000111,PRODUCT_000000255,2,87630.17,175260.34
ORDER_000000111_ITEM_002,ORDER_000000111,PRODUCT_000000319,2,54412.42,108824.84
ORDER_000000112_ITEM_001,ORDER_000000112,PRODUCT_000000193,3,17277.43,51832.29
ORDER_000000112_ITEM_002,ORDER_000000112,PRODUCT_000000096,4,33662.73,134650.92
ORDER_000000113_ITEM_001,ORDER_000000113,PRODUCT_000000457,2,56827.79,113655.58
ORDER_000000113_ITEM_002,ORDER_000000113,PRODUCT_000000141,3,60379.69,181139.07
ORDER_000000114_ITEM_001,ORDER_000000114,PRODUCT_000000189,5,80801.23,404006.15
ORDER_000000114_ITEM_002,ORDER_000000114,PRODUCT_000000130,4,94480.11,377920.44
ORDER_000000115_ITEM_001,ORDER_000000115,PRODUCT_000000285,2,42958.74,85917.48
ORDER_000000115_ITEM_002,ORDER_000000115,PRODUCT_000000072,1,86594.25,86594.25
ORDER_000000116_ITEM_001,ORDER_000000116,PRODUCT_000000236,4,72087.64,288350.56
ORDER_000000116_ITEM_002,ORDER_000000116,PRODUCT_000000312,4,67511.13,270044.52
ORDER_000000117_ITEM_001,ORDER_000000117,PRODUCT_000000008,5,52727.81,263639.05
ORDER_000000117_ITEM_002,ORDER_000000117,PRODUCT_000000080,2,68177.26,136354.52
ORDER_000000118_ITEM_001,ORDER_000000118,PRODUCT_000000130,4,94480.11,377920.44
ORDER_000000118_ITEM_002,ORDER_000000118,PRODUCT_000000034,5,29840.13,149200.65
ORDER_000000119_ITEM_001,ORDER_000000119,PRODUCT_000000107,1,40104.99,40104.99
ORDER_000000119_ITEM_002,ORDER_000000119,PRODUCT_000000117,1,17379.62,17379.62
ORDER_000000120_ITEM_001,ORDER_000000120,PRODUCT_000000135,3,32715.05,98145.15
ORDER_000000120_ITEM_002,ORDER_000000120,PRODUCT_000000338,4,19983.13,79932.52
ORDER_000000121_ITEM_001,ORDER_000000121,PRODUCT_000000219,1,2452.69,2452.69
ORDER_000000121_ITEM_002,ORDER_000000121,PRODUCT_000000114,5,5054.60,25273.00
ORDER_000000122_ITEM_001,ORDER_000000122,PRODUCT_000000064,2,86309.73,172619.46
ORDER_000000122_ITEM_002,ORDER_000000122,PRODUCT_000000284,3,52740.98,158222.94
ORDER_000000123_ITEM_001,ORDER_000000123,PRODUCT_000000017,5,17024.80,85124.00
ORDER_000000123_ITEM_002,ORDER_000000123,PRODUCT_000000370,4,33558.91,134235.64
ORDER_000000124_ITEM_001,ORDER_000000124,PRODUCT_000000405,3,53597.28,160791.84
ORDER_000000124_ITEM_002,ORDER_000000124,PRODUCT_000000113,4,49340.70,197362.80
ORDER_000000125_ITEM_001,ORDER_000000125,PRODUCT_000000338,2,19983.13,39966.26
ORDER_000000125_ITEM_002,ORDER_000000125,PRODUCT_000000375,1,50785.86,50785.86
ORDER_000000126_ITEM_001,ORDER_000000126,PRODUCT_000000335,2,15205.67,30411.34
ORDER_000000126_ITEM_002,ORDER_000000126,PRODUCT_000000436,2,83499.26,166998.52
ORDER_000000127_ITEM_001,ORDER_000000127,PRODUCT_000000113,1,49340.70,49340.70
ORDER_000000127_ITEM_002,ORDER_000000127,PRODUCT_000000330,1,31108.72,31108.72
ORDER_000000128_ITEM_001,ORDER_000000128,PRODUCT_000000285,2,42958.74,85917.48
ORDER_000000128_ITEM_002,ORDER_000000128,PRODUCT_000000325,2,91157.02,182314.04
ORDER_000000129_ITEM_001,ORDER_000000129,PRODUCT_000000162,5,47675.81,238379.05
ORDER_000000129_ITEM_002,ORDER_000000129,PRODUCT_000000198,4,20675.11,82700.44
ORDER_000000130_ITEM_001,ORDER_000000130,PRODUCT_000000495,4,25588.00,102352.00
ORDER_000000130_ITEM_002,ORDER_000000130,PRODUCT_000000460,4,33403.49,133613.96
ORDER_000000131_ITEM_001,ORDER_000000131,PRODUCT_000000099,3,59416.14,178248.42
ORDER_000000131_ITEM_002,ORDER_000000131,PRODUCT_000000240,5,4886.70,24433.50
ORDER_000000132_ITEM_001,ORDER_000000132,PRODUCT_000000180,1,27048.74,27048.74
ORDER_000000132_ITEM_002,ORDER_000000132,PRODUCT_000000444,2,66748.29,133496.58
ORDER_000000133_ITEM_001,ORDER_000000133,PRODUCT_000000058,1,33700.81,33700.81
ORDER_000000133_ITEM_002,ORDER_000000133,PRODUCT_000000156,4,32257.79,129031.16
ORDER_000000134_ITEM_001,ORDER_000000134,PRODUCT_000000378,3,46730.26,140190.78
ORDER_000000134_ITEM_002,ORDER_000000134,PRODUCT_000000456,2,20168.35,40336.70
ORDER_000000135_ITEM_001,ORDER_000000135,PRODUCT_000000159,3,49218.77,147656.31
ORDER_000000135_ITEM_002,ORDER_000000135,PRODUCT_000000296,2,70407.60,140815.20
ORDER_000000136_ITEM_001,ORDER_000000136,PRODUCT_000000379,3,50342.59,151027.77
ORDER_000000136_ITEM_002,ORDER_000000136,PRODUCT_000000415,2,20102.52,40205.04
ORDER_000000137_ITEM_001,ORDER_000000137,PRODUCT_000000130,3,94480.11,283440.33
ORDER_000000137_ITEM_002,ORDER_000000137,PRODUCT_000000279,5,91612.05,458060.25
ORDER_000000138_ITEM_001,ORDER_000000138,PRODUCT_000000369,4,64330.66,257322.64
ORDER_000000138_ITEM_002,ORDER_000000138,PRODUCT_000000174,3,35727.47,107182.41
ORDER_000000139_ITEM_001,ORDER_000000139,PRODUCT_000000263,4,30529.25,122117.00
ORDER_000000139_ITEM_002,ORDER_000000139,PRODUCT_000000326,4,94658.51,378634.04
ORDER_000000140_ITEM_001,ORDER_000000140,PRODUCT_000000165,2,82805.80,165611.60
ORDER_000000140_ITEM_002,ORDER_000000140,PRODUCT_000000189,2,80801.23,161602.46
ORDER_000000141_ITEM_001,ORDER_000000141,PRODUCT_000000451,4,25907.36,103629.44
ORDER_000000141_ITEM_002,ORDER_000000141,PRODUCT_000000082,5,69037.11,345185.55
ORDER_000000142_ITEM_001,ORDER_000000142,PRODUCT_000000191,4,20618.01,82472.04
ORDER_000000142_ITEM_002,ORDER_000000142,PRODUCT_000000191,5,20618.01,103090.05
ORDER_000000143_ITEM_001,ORDER_000000143,PRODUCT_000000023,3,68482.74,205448.22
ORDER_000000143_ITEM_002,ORDER_000000143,PRODUCT_000000117,5,17379.62,86898.10
ORDER_000000144_ITEM_001,ORDER_000000144,PRODUCT_000000430,2,21881.41,43762.82
ORDER_000000144_ITEM_002,ORDER_000000144,PRODUCT_000000347,4,32621.17,130484.68
ORDER_000000145_ITEM_001,ORDER_000000145,PRODUCT_000000301,4,53711.06,214844.24
ORDER_000000145_ITEM_002,ORDER_000000145,PRODUCT_000000172,3,25951.18,77853.54
