id,session_id,customer_id,event_type,event_timestamp,product_id
EVENT_000000019,SESSION_000000003,CUSTOMER_000000003,SESSION_START,2026-03-25T11:03:48,
EVENT_000000020,SESSION_000000003,CUSTOMER_000000003,PURCHASE,2026-03-25T10:57:22,PRODUCT_000000244
EVENT_000000021,SESSION_000000003,CUSTOMER_000000003,SESSION_START,2026-03-25T10:55:08,
EVENT_000000022,SESSION_000000003,CUSTOMER_000000003,PRODUCT_VIEW,2026-03-25T11:06:17,PRODUCT_000000101
EVENT_000000023,SESSION_000000003,CUSTOMER_000000003,SESSION_START,2026-03-25T10:52:44,
EVENT_000000024,SESSION_000000003,CUSTOMER_000000003,CHECKOUT,2026-03-25T10:52:23,
EVENT_000000025,SESSION_000000004,CUSTOMER_000000004,ADD_TO_CART,2026-10-28T21:13:10,PRODUCT_000000184
EVENT_000000026,SESSION_000000004,CUSTOMER_000000004,PRODUCT_VIEW,2026-10-28T20:55:25,PRODUCT_000000059
EVENT_000000027,SESSION_000000004,CUSTOMER_000000004,SESSION_START,2026-10-28T21:00:18,
EVENT_000000028,SESSION_000000004,CUSTOMER_000000004,SESSION_START,2026-10-28T20:56:09,
EVENT_000000029,SESSION_000000004,CUSTOMER_000000004,PAGE_VIEW,2026-10-28T21:13:53,
EVENT_000000030,SESSION_000000004,CUSTOMER_000000004,PURCHASE,2026-10-28T21:08:43,PRODUCT_000000366
EVENT_000000031,SESSION_000000004,CUSTOMER_000000004,PURCHASE,2026-10-28T20:59:05,PRODUCT_000000377
EVENT_000000032,SESSION_000000004,CUSTOMER_000000004,PAGE_VIEW,2026-10-28T20:53:34,
EVENT_000000033,SESSION_000000005,CUSTOMER_000000005,SESSION_START,2026-03-29T19:35:42,
EVENT_000000034,SESSION_000000005,CUSTOMER_000000005,PRODUCT_VIEW,2026-03-29T19:17:42,PRODUCT_000000016
EVENT_000000035,SESSION_000000005,CUSTOMER_000000005,CHECKOUT,2026-03-29T19:18:46,
EVENT_000000036,SESSION_000000005,CUSTOMER_000000005,ADD_TO_CART,2026-03-29T19:45:02,PRODUCT_000000119
EVENT_000000037,SESSION_000000005,CUSTOMER_000000005,SESSION_START,2026-03-29T19:38:58,
EVENT_000000038,SESSION_000000005,CUSTOMER_000000005,PURCHASE,2026-03-29T19:02:43,PRODUCT_000000225
EVENT_000000039,SESSION_000000005,CUSTOMER_000000005,SESSION_END,2026-03-29T19:33:38,
EVENT_000000040,SESSION_000000005,CUSTOMER_000000005,PURCHASE,2026-03-29T19:34:59,PRODUCT_000000345
EVENT_000000041,SESSION_000000006,CUSTOMER_000000006,CHECKOUT,2026-12-28T12:22:03,
EVENT_000000042,SESSION_000000006,CUSTOMER_000000006,SESSION_START,2026-12-28T12:11:18,
EVENT_000000043,SESSION_000000006,CUSTOMER_000000006,PAGE_VIEW,2026-12-28T12:15:45,
EVENT_000000044,SESSION_000000006,CUSTOMER_000000006,PRODUCT_VIEW,2026-12-28T12:16:29,PRODUCT_000000189
EVENT_000000045,SESSION_000000006,CUSTOMER_000000006,SESSION_END,2026-12-28T12:20:09,
EVENT_000000046,SESSION_000000006,CUSTOMER_000000006,PURCHASE,2026-12-28T12:20:26,PRODUCT_000000075
EVENT_000000047,SESSION_000000006,CUSTOMER_000000006,PAGE_VIEW,2026-12-28T12:12:38,
EVENT_000000048,SESSION_000000006,CUSTOMER_000000006,PAGE_VIEW,2026-12-28T12:14:14,
EVENT_000000049,SESSION_000000007,CUSTOMER_000000007,PRODUCT_VIEW,2026-05-05T01:25:23,PRODUCT_000000373
EVENT_000000050,SESSION_000000007,CUSTOMER_000000007,CHECKOUT,2026-05-05T01:44:32,
EVENT_000000051,SESSION_000000007,CUSTOMER_000000007,SESSION_END,2026-05-05T01:31:58,
EVENT_000000052,SESSION_000000007,CUSTOMER_000000007,CHECKOUT,2026-05-05T01:50:37,
EVENT_000000053,SESSION_000000007,CUSTOMER_000000007,SESSION_END,2026-05-05T01:28:21,
EVENT_000000054,SESSION_000000007,CUSTOMER_000000007,PRODUCT_VIEW,2026-05-05T01:30:04,PRODUCT_000000032
EVENT_000000055,SESSION_000000007,CUSTOMER_000000007,PAGE_VIEW,2026-05-05T01:27:50,
EVENT_000000056,SESSION_000000007,CUSTOMER_000000007,CHECKOUT,2026-05-05T01:32:28,
EVENT_000000057,SESSION_000000008,CUSTOMER_000000008,PRODUCT_VIEW,2026-02-06T23:25:31,PRODUCT_000000223
EVENT_000000058,SESSION_000000008,CUSTOMER_000000008,PAGE_VIEW,2026-02-06T23:21:31,
EVENT_000000059,SESSION_000000008,CUSTOMER_000000008,ADD_TO_CART,2026-02-06T23:22:02,PRODUCT_000000075
EVENT_000000060,SESSION_000000008,CUSTOMER_000000008,PURCHASE,2026-02-06T23:20:05,PRODUCT_000000450
EVENT_000000061,SESSION_000000008,CUSTOMER_000000008,PRODUCT_VIEW,2026-02-06T23:14:04,PRODUCT_000000301
EVENT_000000062,SESSION_000000008,CUSTOMER_000000008,PRODUCT_VIEW,2026-02-06T23:19:11,PRODUCT_000000063
EVENT_000000063,SESSION_000000008,CUSTOMER_000000008,SESSION_START,2026-02-06T23:23:49,
EVENT_000000064,SESSION_000000008,CUSTOMER_000000008,PRODUCT_VIEW,2026-02-06T23:22:13,PRODUCT_000000040
EVENT_000000065,SESSION_000000009,CUSTOMER_000000009,ADD_TO_CART,2026-08-17T01:59:22,PRODUCT_000000041
EVENT_000000066,SESSION_000000009,CUSTOMER_000000009,SESSION_START,2026-08-17T01:28:01,
EVENT_000000067,SESSION_000000009,CUSTOMER_000000009,PURCHASE,2026-08-17T03:18:17,PRODUCT_000000224
EVENT_000000068,SESSION_000000009,CUSTOMER_000000009,ADD_TO_CART,2026-08-17T01:31:53,PRODUCT_000000160
EVENT_000000069,SESSION_000000009,CUSTOMER_000000009,PURCHASE,2026-08-17T01:53:38,PRODUCT_000000462
EVENT_000000070,SESSION_000000009,CUSTOMER_000000009,SESSION_START,2026-08-17T01:21:11,
EVENT_000000071,SESSION_000000009,CUSTOMER_000000009,PRODUCT_VIEW,2026-08-17T01:27:38,PRODUCT_000000457
EVENT_000000072,SESSION_000000009,CUSTOMER_000000009,PRODUCT_VIEW,2026-08-17T02:42:38,PRODUCT_000000207
EVENT_000000073,SESSION_000000010,CUSTOMER_000000010,SESSION_END,2026-11-18T18:10:33,
EVENT_000000074,SESSION_000000010,CUSTOMER_000000010,PRODUCT_VIEW,2026-11-18T18:06:43,PRODUCT_000000164
EVENT_000000075,SESSION_000000010,CUSTOMER_000000010,ADD_TO_CART,2026-11-18T18:09:17,PRODUCT_000000398
EVENT_000000076,SESSION_000000010,CUSTOMER_000000010,CHECKOUT,2026-11-18T18:09:44,
EVENT_000000077,SESSION_000000010,CUSTOMER_000000010,ADD_TO_CART,2026-11-18T18:09:59,PRODUCT_000000178
EVENT_000000078,SESSION_000000010,CUSTOMER_000000010,ADD_TO_CART,2026-11-18T18:08:20,PRODUCT_000000357
EVENT_000000079,SESSION_000000010,CUSTOMER_000000010,ADD_TO_CART,2026-11-18T18:07:02,PRODUCT_000000369
EVENT_000000080,SESSION_000000010,CUSTOMER_000000010,ADD_TO_CART,2026-11-18T18:10:44,PRODUCT_000000078
EVENT_000000081,SESSION_000000011,CUSTOMER_000000011,PURCHASE,2026-02-22T16:04:31,PRODUCT_000000237
EVENT_000000082,SESSION_000000011,CUSTOMER_000000011,PURCHASE,2026-02-22T16:31:06,PRODUCT_000000224
EVENT_000000083,SESSION_000000011,CUSTOMER_000000011,CHECKOUT,2026-02-22T16:36:42,
EVENT_000000084,SESSION_000000011,CUSTOMER_000000011,SESSION_END,2026-02-22T16:17:44,
EVENT_000000085,SESSION_000000011,CUSTOMER_000000011,SESSION_START,2026-02-22T16:37:20,
EVENT_000000086,SESSION_000000011,CUSTOMER_000000011,ADD_TO_CART,2026-02-22T16:23:38,PRODUCT_000000062
EVENT_000000087,SESSION_000000011,CUSTOMER_000000011,SESSION_START,2026-02-22T16:35:02,
EVENT_000000088,SESSION_000000011,CUSTOMER_000000011,PRODUCT_VIEW,2026-02-22T16:08:53,PRODUCT_000000173
EVENT_000000089,SESSION_000000012,CUSTOMER_000000012,PAGE_VIEW,2026-07-08T02:05:24,
EVENT_000000090,SESSION_000000012,CUSTOMER_000000012,PAGE_VIEW,2026-07-08T02:21:12,
EVENT_000000091,SESSION_000000012,CUSTOMER_000000012,PURCHASE,2026-07-08T02:40:16,PRODUCT_000000499
EVENT_000000092,SESSION_000000012,CUSTOMER_000000012,SESSION_END,2026-07-08T02:09:30,
EVENT_000000093,SESSION_000000012,CUSTOMER_000000012,SESSION_START,2026-07-08T02:18:16,
EVENT_000000094,SESSION_000000012,CUSTOMER_000000012,CHECKOUT,2026-07-08T02:08:50,
EVENT_000000095,SESSION_000000012,CUSTOMER_000000012,ADD_TO_CART,2026-07-08T02:46:34,PRODUCT_000000022
EVENT_000000096,SESSION_000000012,CUSTOMER_000000012,PRODUCT_VIEW,2026-07-08T02:29:40,PRODUCT_000000142
EVENT_000000097,SESSION_000000013,CUSTOMER_000000013,SESSION_START,2026-06-16T05:51:47,
EVENT_000000098,SESSION_000000013,CUSTOMER_000000013,CHECKOUT,2026-06-16T05:19:06,
EVENT_000000099,SESSION_000000013,CUSTOMER_000000013,PAGE_VIEW,2026-06-16T05:47:51,
EVENT_000000100,SESSION_000000013,CUSTOMER_000000013,PURCHASE,2026-06-16T06:14:37,PRODUCT_000000044
EVENT_000000101,SESSION_000000013,CUSTOMER_000000013,PRODUCT_VIEW,2026-06-16T06:19:11,PRODUCT_000000462
EVENT_000000102,SESSION_000000013,CUSTOMER_000000013,SESSION_START,2026-06-16T05:35:58,
EVENT_000000103,SESSION_000000013,CUSTOMER_000000013,PRODUCT_VIEW,2026-06-16T05:29:17,PRODUCT_000000421
EVENT_000000104,SESSION_000000013,CUSTOMER_000000013,SESSION_START,2026-06-16T05:43:36,
EVENT_000000105,SESSION_000000014,CUSTOMER_000000014,PURCHASE,2026-08-08T01:49:35,PRODUCT_000000241
EVENT_000000106,SESSION_000000014,CUSTOMER_000000014,SESSION_END,2026-08-08T02:23:45,
EVENT_000000107,SESSION_000000014,CUSTOMER_000000014,PRODUCT_VIEW,2026-08-08T02:02:40,PRODUCT_000000414
EVENT_000000108,SESSION_000000014,CUSTOMER_000000014,SESSION_END,2026-08-08T02:22:19,
EVENT_000000109,SESSION_000000014,CUSTOMER_000000014,SESSION_END,2026-08-08T02:39:18,
EVENT_000000110,SESSION_000000014,CUSTOMER_000000014,PRODUCT_VIEW,2026-08-08T02:19:12,PRODUCT_000000139
EVENT_000000111,SESSION_000000014,CUSTOMER_000000014,CHECKOUT,2026-08-08T02:28:50,
EVENT_000000112,SESSION_000000014,CUSTOMER_000000014,SESSION_START,2026-08-08T02:53:49,
EVENT_000000113,SESSION_000000015,CUSTOMER_000000015,SESSION_END,2026-03-19T15:52:08,
EVENT_000000114,SESSION_000000015,CUSTOMER_000000015,ADD_TO_CART,2026-03-19T15:56:06,PRODUCT_000000066
EVENT_000000115,SESSION_000000015,CUSTOMER_000000015,ADD_TO_CART,2026-03-19T15:46:40,PRODUCT_000000350
EVENT_000000116,SESSION_000000015,CUSTOMER_000000015,SESSION_START,2026-03-19T15:49:38,
EVENT_000000117,SESSION_000000015,CUSTOMER_000000015,SESSION_END,2026-03-19T15:53:02,
EVENT_000000118,SESSION_000000015,CUSTOMER_000000015,PURCHASE,2026-03-19T15:47:55,PRODUCT_000000069
EVENT_000000119,SESSION_000000015,CUSTOMER_000000015,PRODUCT_VIEW,2026-03-19T15:52:28,PRODUCT_000000114
EVENT_000000120,SESSION_000000015,CUSTOMER_000000015,PAGE_VIEW,2026-03-19T15:54:53,
EVENT_000000121,SESSION_000000016,CUSTOMER_000000016,PURCHASE,2026-01-23T00:19:55,PRODUCT_000000424
EVENT_000000122,SESSION_000000016,CUSTOMER_000000016,PRODUCT_VIEW,2026-01-23T00:23:14,PRODUCT_000000082
EVENT_000000123,SESSION_000000016,CUSTOMER_000000016,PAGE_VIEW,2026-01-23T00:19:28,
EVENT_000000124,SESSION_000000016,CUSTOMER_000000016,SESSION_START,2026-01-23T00:18:58,
EVENT_000000125,SESSION_000000016,CUSTOMER_000000016,SESSION_END,2026-01-23T00:18:21,
EVENT_000000126,SESSION_000000016,CUSTOMER_000000016,CHECKOUT,2026-01-23T00:08:24,
EVENT_000000127,SESSION_000000016,CUSTOMER_000000016,PURCHASE,2026-01-23T00:14:44,PRODUCT_000000049
EVENT_000000128,SESSION_000000016,CUSTOMER_000000016,PRODUCT_VIEW,2026-01-23T00:02:30,PRODUCT_000000101
EVENT_000000129,SESSION_000000017,CUSTOMER_000000017,CHECKOUT,2026-07-16T19:10:47,
EVENT_000000130,SESSION_000000017,CUSTOMER_000000017,PURCHASE,2026-07-16T18:19:18,PRODUCT_000000016
EVENT_000000131,SESSION_000000017,CUSTOMER_000000017,PRODUCT_VIEW,2026-07-16T19:03:21,PRODUCT_000000416
EVENT_000000132,SESSION_000000017,CUSTOMER_000000017,SESSION_START,2026-07-16T19:04:52,
EVENT_000000133,SESSION_000000017,CUSTOMER_000000017,ADD_TO_CART,2026-07-16T19:06:23,PRODUCT_000000206
EVENT_000000134,SESSION_000000017,CUSTOMER_000000017,CHECKOUT,2026-07-16T18:04:26,
EVENT_000000135,SESSION_000000017,CUSTOMER_000000017,SESSION_END,2026-07-16T18:55:44,
EVENT_000000136,SESSION_000000017,CUSTOMER_000000017,ADD_TO_CART,2026-07-16T19:25:29,PRODUCT_000000363
EVENT_000000137,SESSION_000000018,CUSTOMER_000000018,SESSION_END,2026-01-02T18:18:58,
EVENT_000000138,SESSION_000000018,CUSTOMER_000000018,PAGE_VIEW,2026-01-02T18:18:47,
EVENT_000000139,SESSION_000000018,CUSTOMER_000000018,SESSION_END,2026-01-02T18:27:59,
EVENT_000000140,SESSION_000000018,CUSTOMER_000000018,CHECKOUT,2026-01-02T18:24:27,
EVENT_000000141,SESSION_000000018,CUSTOMER_000000018,PAGE_VIEW,2026-01-02T18:30:34,
EVENT_000000142,SESSION_000000018,CUSTOMER_000000018,SESSION_START,2026-01-02T18:21:46,
EVENT_000000143,SESSION_000000018,CUSTOMER_000000018,SESSION_START,2026-01-02T18:14:25,
EVENT_000000144,SESSION_000000018,CUSTOMER_000000018,PAGE_VIEW,2026-01-02T18:19:21,
EVENT_000000145,SESSION_000000019,CUSTOMER_000000019,PAGE_VIEW,2026-09-10T17:48:44,
EVENT_000000146,SESSION_000000019,CUSTOMER_000000019,ADD_TO_CART,2026-09-10T17:45:04,PRODUCT_000000256
EVENT_000000147,SESSION_000000019,CUSTOMER_000000019,PRODUCT_VIEW,2026-09-10T17:50:22,PRODUCT_000000226
EVENT_000000148,SESSION_000000019,CUSTOMER_000000019,PAGE_VIEW,2026-09-10T17:52:13,
EVENT_000000149,SESSION_000000019,CUSTOMER_000000019,PURCHASE,2026-09-10T17:42:49,PRODUCT_000000356
EVENT_000000150,SESSION_000000019,CUSTOMER_000000019,PAGE_VIEW,2026-09-10T17:48:18,
EVENT_000000151,SESSION_000000019,CUSTOMER_000000019,ADD_TO_CART,2026-09-10T17:41:45,PRODUCT_000000216
EVENT_000000152,SESSION_000000019,CUSTOMER_000000019,SESSION_END,2026-09-10T17:50:18,
EVENT_000000153,SESSION_000000020,CUSTOMER_000000020,PURCHASE,2026-06-03T02:22:15,PRODUCT_000000406
EVENT_000000154,SESSION_000000020,CUSTOMER_000000020,CHECKOUT,2026-06-03T02:19:51,
EVENT_000000155,SESSION_000000020,CUSTOMER_000000020,ADD_TO_CART,2026-06-03T02:10:23,PRODUCT_000000443
EVENT_000000156,SESSION_000000020,CUSTOMER_000000020,SESSION_START,2026-06-03T02:15:20,
EVENT_000000157,SESSION_000000020,CUSTOMER_000000020,PAGE_VIEW,2026-06-03T02:11:50,
EVENT_000000158,SESSION_000000020,CUSTOMER_000000020,SESSION_END,2026-06-03T02:13:03,
EVENT_000000159,SESSION_000000020,CUSTOMER_000000020,PURCHASE,2026-06-03T01:41:01,PRODUCT_000000182
EVENT_000000160,SESSION_000000020,CUSTOMER_000000020,ADD_TO_CART,2026-06-03T02:47,PRODUCT_000000012
EVENT_000000161,SESSION_000000021,CUSTOMER_000000021,PURCHASE,2026-01-27T00:50:06,PRODUCT_000000295
EVENT_000000162,SESSION_000000021,CUSTOMER_000000021,SESSION_END,2026-01-27T00:48:25,
EVENT_000000163,SESSION_000000021,CUSTOMER_000000021,SESSION_END,2026-01-27T00:28:11,
EVENT_000000164,SESSION_000000021,CUSTOMER_000000021,PURCHASE,2026-01-27T00:42:47,PRODUCT_000000419
EVENT_000000165,SESSION_000000021,CUSTOMER_000000021,PURCHASE,2026-01-27T00:47:09,PRODUCT_000000001
EVENT_000000166,SESSION_000000021,CUSTOMER_000000021,CHECKOUT,2026-01-27T00:31:04,
EVENT_000000167,SESSION_000000021,CUSTOMER_000000021,SESSION_START,2026-01-27T00:32:11,
EVENT_000000168,SESSION_000000021,CUSTOMER_000000021,PAGE_VIEW,2026-01-27T00:40:32,
EVENT_000000169,SESSION_000000022,CUSTOMER_000000022,PAGE_VIEW,2026-03-29T19:41:26,
EVENT_000000170,SESSION_000000022,CUSTOMER_000000022,SESSION_END,2026-03-29T19:50:11,
EVENT_000000171,SESSION_000000022,CUSTOMER_000000022,SESSION_START,2026-03-29T20:01:30,
EVENT_000000172,SESSION_000000022,CUSTOMER_000000022,SESSION_START,2026-03-29T19:55:04,
EVENT_000000173,SESSION_000000022,CUSTOMER_000000022,PAGE_VIEW,2026-03-29T19:36:36,
EVENT_000000174,SESSION_000000022,CUSTOMER_000000022,PAGE_VIEW,2026-03-29T19:55:29,
EVENT_000000175,SESSION_000000022,CUSTOMER_000000022,SESSION_END,2026-03-29T19:39,
EVENT_000000176,SESSION_000000022,CUSTOMER_000000022,SESSION_END,2026-03-29T19:39:12,
EVENT_000000177,SESSION_000000023,CUSTOMER_000000023,SESSION_START,2026-12-27T21:07:04,
EVENT_000000178,SESSION_000000023,CUSTOMER_000000023,PRODUCT_VIEW,2026-12-27T21:45:50,PRODUCT_000000384
EVENT_000000179,SESSION_000000023,CUSTOMER_000000023,SESSION_END,2026-12-27T20:38:37,
EVENT_000000180,SESSION_000000023,CUSTOMER_000000023,PRODUCT_VIEW,2026-12-27T21:15:01,PRODUCT_000000364
EVENT_000000181,SESSION_000000023,CUSTOMER_000000023,PRODUCT_VIEW,2026-12-27T21:54:40,PRODUCT_000000209
EVENT_000000182,SESSION_000000023,CUSTOMER_000000023,CHECKOUT,2026-12-27T21:54:19,
EVENT_000000183,SESSION_000000023,CUSTOMER_000000023,PRODUCT_VIEW,2026-12-27T21:26:05,PRODUCT_000000484
EVENT_000000184,SESSION_000000023,CUSTOMER_000000023,PAGE_VIEW,2026-12-27T21:45:17,
EVENT_000000185,SESSION_000000024,CUSTOMER_000000024,ADD_TO_CART,2026-02-20T17:22:01,PRODUCT_000000480
EVENT_000000186,SESSION_000000024,CUSTOMER_000000024,PAGE_VIEW,2026-02-20T16:40:01,
EVENT_000000187,SESSION_000000024,CUSTOMER_000000024,PAGE_VIEW,2026-02-20T18:05:19,
EVENT_000000188,SESSION_000000024,CUSTOMER_000000024,PURCHASE,2026-02-20T16:25:14,PRODUCT_000000014
EVENT_000000189,SESSION_000000024,CUSTOMER_000000024,ADD_TO_CART,2026-02-20T17:55:23,PRODUCT_000000463
EVENT_000000190,SESSION_000000024,CUSTOMER_000000024,SESSION_END,2026-02-20T17:23:08,
EVENT_000000191,SESSION_000000024,CUSTOMER_000000024,SESSION_START,2026-02-20T17:16:21,
EVENT_000000192,SESSION_000000024,CUSTOMER_000000024,PAGE_VIEW,2026-02-20T16:34:41,
EVENT_000000193,SESSION_000000025,CUSTOMER_000000025,ADD_TO_CART,2026-03-03T00:12:48,PRODUCT_000000400
EVENT_000000194,SESSION_000000025,CUSTOMER_000000025,PURCHASE,2026-03-03T01:19:04,PRODUCT_000000084
EVENT_000000195,SESSION_000000025,CUSTOMER_000000025,SESSION_END,2026-03-03T00:38:13,
EVENT_000000196,SESSION_000000025,CUSTOMER_000000025,ADD_TO_CART,2026-03-03T00:14:11,PRODUCT_000000496
EVENT_000000197,SESSION_000000025,CUSTOMER_000000025,ADD_TO_CART,2026-03-02T23:56:32,PRODUCT_000000490
EVENT_000000198,SESSION_000000025,CUSTOMER_000000025,ADD_TO_CART,2026-03-03T00:53:39,PRODUCT_000000096
EVENT_000000199,SESSION_000000025,CUSTOMER_000000025,CHECKOUT,2026-03-03T01:12:29,
EVENT_000000200,SESSION_000000025,CUSTOMER_000000025,CHECKOUT,2026-03-03T00:09:32,
EVENT_000000201,SESSION_000000026,CUSTOMER_000000026,ADD_TO_CART,2026-05-28T18:21:32,PRODUCT_000000242
EVENT_000000202,SESSION_000000026,CUSTOMER_000000026,PRODUCT_VIEW,2026-05-28T18:42:25,PRODUCT_000000308
EVENT_000000203,SESSION_000000026,CUSTOMER_000000026,ADD_TO_CART,2026-05-28T18:23:14,PRODUCT_000000348
EVENT_000000204,SESSION_000000026,CUSTOMER_000000026,PURCHASE,2026-05-28T18:37:27,PRODUCT_000000341
EVENT_000000205,SESSION_000000026,CUSTOMER_000000026,CHECKOUT,2026-05-28T18:25:10,
EVENT_000000206,SESSION_000000026,CUSTOMER_000000026,PAGE_VIEW,2026-05-28T18:38:34,
EVENT_000000207,SESSION_000000026,CUSTOMER_000000026,CHECKOUT,2026-05-28T18:37:59,
EVENT_000000208,SESSION_000000026,CUSTOMER_000000026,PAGE_VIEW,2026-05-28T18:34:03,
EVENT_000000209,SESSION_000000027,CUSTOMER_000000027,PURCHASE,2026-12-26T00:06:11,PRODUCT_000000141
EVENT_000000210,SESSION_000000027,CUSTOMER_000000027,CHECKOUT,2026-12-26T00:28:54,
EVENT_000000211,SESSION_000000027,CUSTOMER_000000027,PURCHASE,2026-12-26T00:08:15,PRODUCT_000000256
EVENT_000000212,SESSION_000000027,CUSTOMER_000000027,SESSION_END,2026-12-26T00:31:15,
EVENT_000000213,SESSION_000000027,CUSTOMER_000000027,PAGE_VIEW,2026-12-26T00:20:52,
EVENT_000000214,SESSION_000000027,CUSTOMER_000000027,SESSION_END,2026-12-26T00:32:39,
EVENT_000000215,SESSION_000000027,CUSTOMER_000000027,ADD_TO_CART,2026-12-26T00:48:42,PRODUCT_000000080
EVENT_000000216,SESSION_000000027,CUSTOMER_000000027,ADD_TO_CART,2026-12-26T00:36:41,PRODUCT_000000261
EVENT_000000217,SESSION_000000028,CUSTOMER_000000028,PAGE_VIEW,2026-11-13T12:46:52,
EVENT_000000218,SESSION_000000028,CUSTOMER_000000028,PRODUCT_VIEW,2026-11-13T14:22:24,PRODUCT_000000318
EVENT_000000219,SESSION_000000028,CUSTOMER_000000028,ADD_TO_CART,2026-11-13T12:48:45,PRODUCT_000000175
EVENT_000000220,SESSION_000000028,CUSTOMER_000000028,SESSION_END,2026-11-13T13:02:50,
EVENT_000000221,SESSION_000000028,CUSTOMER_000000028,ADD_TO_CART,2026-11-13T13:40:55,PRODUCT_000000437
EVENT_000000222,SESSION_000000028,CUSTOMER_000000028,CHECKOUT,2026-11-13T13:25:21,
EVENT_000000223,SESSION_000000028,CUSTOMER_000000028,PRODUCT_VIEW,2026-11-13T13:32:48,PRODUCT_000000069
EVENT_000000224,SESSION_000000028,CUSTOMER_000000028,SESSION_START,2026-11-13T13:19:32,
EVENT_000000225,SESSION_000000029,CUSTOMER_000000029,CHECKOUT,2026-11-19T01:00:30,
EVENT_000000226,SESSION_000000029,CUSTOMER_000000029,PURCHASE,2026-11-19T00:45:47,PRODUCT_000000133
EVENT_000000227,SESSION_000000029,CUSTOMER_000000029,ADD_TO_CART,2026-11-19T01:20:07,PRODUCT_000000126
EVENT_000000228,SESSION_000000029,CUSTOMER_000000029,PAGE_VIEW,2026-11-19T01:01:05,
EVENT_000000229,SESSION_000000029,CUSTOMER_000000029,PAGE_VIEW,2026-11-19T00:50:12,
EVENT_000000230,SESSION_000000029,CUSTOMER_000000029,SESSION_END,2026-11-19T01:14:29,
EVENT_000000231,SESSION_000000029,CUSTOMER_000000029,CHECKOUT,2026-11-19T01:13:50,
EVENT_000000232,SESSION_000000029,CUSTOMER_000000029,SESSION_START,2026-11-19T01:19:33,
EVENT_000000233,SESSION_000000030,CUSTOMER_000000030,PRODUCT_VIEW,2026-08-25T22:25:34,PRODUCT_000000197
EVENT_000000234,SESSION_000000030,CUSTOMER_000000030,ADD_TO_CART,2026-08-25T22:37:16,PRODUCT_000000287
EVENT_000000235,SESSION_000000030,CUSTOMER_000000030,SESSION_START,2026-08-25T22:34:53,
EVENT_000000236,SESSION_000000030,CUSTOMER_000000030,PAGE_VIEW,2026-08-25T22:38:47,
EVENT_000000237,SESSION_000000030,CUSTOMER_000000030,CHECKOUT,2026-08-25T22:45:04,
EVENT_000000238,SESSION_000000030,CUSTOMER_000000030,PRODUCT_VIEW,2026-08-25T22:27:39,PRODUCT_000000004
EVENT_000000239,SESSION_000000030,CUSTOMER_000000030,SESSION_START,2026-08-25T22:29:20,
EVENT_000000240,SESSION_000000030,CUSTOMER_000000030,ADD_TO_CART,2026-08-25T22:40:31,PRODUCT_000000199
EVENT_000000241,SESSION_000000031,CUSTOMER_000000031,SESSION_END,2026-08-20T00:47:35,
EVENT_000000242,SESSION_000000031,CUSTOMER_000000031,CHECKOUT,2026-08-20T00:50:12,
EVENT_000000243,SESSION_000000031,CUSTOMER_000000031,SESSION_START,2026-08-20T00:37:20,
EVENT_000000244,SESSION_000000031,CUSTOMER_000000031,PAGE_VIEW,2026-08-19T23:37:26,
