id,name,category_id,product_type_id,brand_id,product_model_id,price
PRODUCT_000000048,Nivea Gentle Foaming Cleanser,CATEGORY_008,PRODUCT_TYPE_023,BRAND_016,PRODUCT_MODEL_052,578.72
PRODUCT_000000049,Adidas Supernova Rise,CATEGORY_007,PRODUCT_TYPE_022,BRAND_010,PRODUCT_MODEL_050,12857.97
PRODUCT_000000050,Samsung Watch 7,CATEGORY_001,PRODUCT_TYPE_001,BRAND_001,PRODUCT_MODEL_001,35571.50
PRODUCT_000000051,Samsung WindFree AC,CATEGORY_005,PRODUCT_TYPE_014,BRAND_001,PRODUCT_MODEL_033,47643.72
PRODUCT_000000052,Tata Consumer Premium Basmati Rice,CATEGORY_010,PRODUCT_TYPE_033,BRAND_024,PRODUCT_MODEL_071,1808.64
PRODUCT_000000053,Nivea Scalp Care Shampoo,CATEGORY_008,PRODUCT_TYPE_025,BRAND_016,PRODUCT_MODEL_056,982.52
PRODUCT_000000054,Sony SRS-XV800,CATEGORY_001,PRODUCT_TYPE_003,BRAND_004,PRODUCT_MODEL_008,19828.65
PRODUCT_000000055,Apple AirPods Pro 2,CATEGORY_001,PRODUCT_TYPE_002,BRAND_002,PRODUCT_MODEL_005,9685.19
PRODUCT_000000056,Samsung Family Hub Refrigerator,CATEGORY_005,PRODUCT_TYPE_012,BRAND_001,PRODUCT_MODEL_030,80084.22
PRODUCT_000000057,OnePlus Buds Pro 3,CATEGORY_001,PRODUCT_TYPE_002,BRAND_005,PRODUCT_MODEL_006,22625.60
PRODUCT_000000058,Samsung A55 5G,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_009,27503.10
PRODUCT_000000059,Adidas Supernova Rise,CATEGORY_007,PRODUCT_TYPE_022,BRAND_010,PRODUCT_MODEL_050,7347.31
PRODUCT_000000060,Adidas Essentials Logo T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_010,PRODUCT_MODEL_038,2585.76
PRODUCT_000000061,Penguin Random House The Last Chapter,CATEGORY_009,PRODUCT_TYPE_027,BRAND_019,PRODUCT_MODEL_059,261.46
PRODUCT_000000062,LG AI Direct Drive Washing Machine,CATEGORY_005,PRODUCT_TYPE_013,BRAND_003,PRODUCT_MODEL_031,47228.59
PRODUCT_000000063,Nivea Scalp Care Shampoo,CATEGORY_008,PRODUCT_TYPE_025,BRAND_016,PRODUCT_MODEL_056,1192.66
PRODUCT_000000064,LG AI Direct Drive Washing Machine,CATEGORY_005,PRODUCT_TYPE_013,BRAND_003,PRODUCT_MODEL_031,67090.66
PRODUCT_000000065,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,83833.17
PRODUCT_000000066,Adidas Adicolor Denim Jeans,CATEGORY_006,PRODUCT_TYPE_017,BRAND_010,PRODUCT_MODEL_040,5161.91
PRODUCT_000000067,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,68518.61
PRODUCT_000000068,Nike Air Force 1,CATEGORY_007,PRODUCT_TYPE_021,BRAND_009,PRODUCT_MODEL_047,4277.73
PRODUCT_000000069,LG QNED85,CATEGORY_004,PRODUCT_TYPE_009,BRAND_003,PRODUCT_MODEL_022,169238.41
PRODUCT_000000070,Nokia 105 4G,CATEGORY_002,PRODUCT_TYPE_005,BRAND_012,PRODUCT_MODEL_014,3677.79
PRODUCT_000000071,Nike Air Max 270,CATEGORY_007,PRODUCT_TYPE_020,BRAND_009,PRODUCT_MODEL_045,5411.08
PRODUCT_000000072,Samsung Crystal UHD DU8000,CATEGORY_004,PRODUCT_TYPE_009,BRAND_001,PRODUCT_MODEL_024,107901.15
PRODUCT_000000073,LG AI Direct Drive Washing Machine,CATEGORY_005,PRODUCT_TYPE_013,BRAND_003,PRODUCT_MODEL_031,30127.40
PRODUCT_000000074,Adidas Adicolor Denim Jeans,CATEGORY_006,PRODUCT_TYPE_017,BRAND_010,PRODUCT_MODEL_040,4354.90
PRODUCT_000000075,Nestlé Ready to Cook Meal,CATEGORY_010,PRODUCT_TYPE_034,BRAND_022,PRODUCT_MODEL_073,702.80
PRODUCT_000000076,Apple iPhone 16,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_011,57401.57
PRODUCT_000000077,Nike Pegasus 41,CATEGORY_007,PRODUCT_TYPE_022,BRAND_009,PRODUCT_MODEL_049,7084.70
PRODUCT_000000078,Adidas Adicolor Dress,CATEGORY_006,PRODUCT_TYPE_019,BRAND_010,PRODUCT_MODEL_043,7268.96
PRODUCT_000000079,Penguin Random House The Last Chapter,CATEGORY_009,PRODUCT_TYPE_027,BRAND_019,PRODUCT_MODEL_059,316.37
PRODUCT_000000080,HP EliteBook 840,CATEGORY_003,PRODUCT_TYPE_007,BRAND_007,PRODUCT_MODEL_019,129562.99
PRODUCT_000000081,LG AI Direct Drive Washing Machine,CATEGORY_005,PRODUCT_TYPE_013,BRAND_003,PRODUCT_MODEL_031,34672.69
PRODUCT_000000082,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,34514.39
PRODUCT_000000083,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,34150.21
PRODUCT_000000084,Tata Consumer Premium Basmati Rice,CATEGORY_010,PRODUCT_TYPE_033,BRAND_024,PRODUCT_MODEL_071,1294.69
PRODUCT_000000085,Nestlé Ready to Cook Meal,CATEGORY_010,PRODUCT_TYPE_034,BRAND_022,PRODUCT_MODEL_073,450.88
PRODUCT_000000086,Samsung S25,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_010,52970.01
PRODUCT_000000087,Maybelline Matte Lip Color,CATEGORY_008,PRODUCT_TYPE_026,BRAND_018,PRODUCT_MODEL_057,1161.07
PRODUCT_000000088,Penguin Random House The Last Chapter,CATEGORY_009,PRODUCT_TYPE_027,BRAND_019,PRODUCT_MODEL_059,1085.29
PRODUCT_000000089,Adidas Adicolor Dress,CATEGORY_006,PRODUCT_TYPE_019,BRAND_010,PRODUCT_MODEL_043,6034.27
PRODUCT_000000090,LG OLED C4,CATEGORY_004,PRODUCT_TYPE_010,BRAND_003,PRODUCT_MODEL_025,78809.44
PRODUCT_000000091,Lakmé Long Stay Lipstick,CATEGORY_008,PRODUCT_TYPE_026,BRAND_017,PRODUCT_MODEL_058,1601.13
PRODUCT_000000092,OnePlus Buds Pro 3,CATEGORY_001,PRODUCT_TYPE_002,BRAND_005,PRODUCT_MODEL_006,10546.09
PRODUCT_000000093,Adidas Essentials Logo T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_010,PRODUCT_MODEL_038,3276.78
PRODUCT_000000094,Samsung EcoBubble Washing Machine,CATEGORY_005,PRODUCT_TYPE_013,BRAND_001,PRODUCT_MODEL_032,64620.02
PRODUCT_000000095,Nike Air Force 1,CATEGORY_007,PRODUCT_TYPE_021,BRAND_009,PRODUCT_MODEL_047,8442.74
PRODUCT_000000096,Samsung Family Hub Refrigerator,CATEGORY_005,PRODUCT_TYPE_012,BRAND_001,PRODUCT_MODEL_030,41279.24
PRODUCT_000000097,Sony SRS-XV800,CATEGORY_001,PRODUCT_TYPE_003,BRAND_004,PRODUCT_MODEL_008,15588.67
PRODUCT_000000098,Dell Latitude 7450,CATEGORY_003,PRODUCT_TYPE_007,BRAND_006,PRODUCT_MODEL_018,123593.08
PRODUCT_000000099,Nike Sportswear Dress,CATEGORY_006,PRODUCT_TYPE_019,BRAND_009,PRODUCT_MODEL_044,5599.03
PRODUCT_000000100,L'Oréal Daily Repair Shampoo,CATEGORY_008,PRODUCT_TYPE_025,BRAND_015,PRODUCT_MODEL_055,1537.83
PRODUCT_000000101,Lenovo Yoga Slim 7,CATEGORY_003,PRODUCT_TYPE_008,BRAND_008,PRODUCT_MODEL_020,98170.53
PRODUCT_000000102,Nike Club Denim,CATEGORY_006,PRODUCT_TYPE_017,BRAND_009,PRODUCT_MODEL_039,3308.88
PRODUCT_000000103,Samsung Buds3 Pro,CATEGORY_001,PRODUCT_TYPE_002,BRAND_001,PRODUCT_MODEL_004,9823.70
PRODUCT_000000104,Dell Alienware m16,CATEGORY_003,PRODUCT_TYPE_006,BRAND_006,PRODUCT_MODEL_016,127590.15
PRODUCT_000000105,Adidas Adicolor Dress,CATEGORY_006,PRODUCT_TYPE_019,BRAND_010,PRODUCT_MODEL_043,3130.83
PRODUCT_000000106,LG AI Direct Drive Washing Machine,CATEGORY_005,PRODUCT_TYPE_013,BRAND_003,PRODUCT_MODEL_031,49324.82
PRODUCT_000000107,Sony SRS-XV800,CATEGORY_001,PRODUCT_TYPE_003,BRAND_004,PRODUCT_MODEL_008,16175.46
PRODUCT_000000108,Sony Bravia 7,CATEGORY_004,PRODUCT_TYPE_011,BRAND_004,PRODUCT_MODEL_028,74881.00
PRODUCT_000000109,Adidas Ultraboost Light,CATEGORY_007,PRODUCT_TYPE_020,BRAND_010,PRODUCT_MODEL_046,9293.36
PRODUCT_000000110,Samsung Watch 7,CATEGORY_001,PRODUCT_TYPE_001,BRAND_001,PRODUCT_MODEL_001,19077.65
PRODUCT_000000111,Britannia Premium Snack Pack,CATEGORY_010,PRODUCT_TYPE_031,BRAND_023,PRODUCT_MODEL_067,147.22
PRODUCT_000000112,ITC Whole Wheat Flour,CATEGORY_010,PRODUCT_TYPE_033,BRAND_026,PRODUCT_MODEL_072,1784.31
PRODUCT_000000113,Nike Sports Performance T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_009,PRODUCT_MODEL_037,3193.09
PRODUCT_000000114,Samsung Buds3 Pro,CATEGORY_001,PRODUCT_TYPE_002,BRAND_001,PRODUCT_MODEL_004,17119.58
PRODUCT_000000115,Nike Storm-FIT Jacket,CATEGORY_006,PRODUCT_TYPE_018,BRAND_009,PRODUCT_MODEL_041,4986.00
PRODUCT_000000116,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,12129.80
PRODUCT_000000117,L'Oréal Hydrating Moisturizer,CATEGORY_008,PRODUCT_TYPE_024,BRAND_015,PRODUCT_MODEL_053,2235.45
PRODUCT_000000118,Samsung A55 5G,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_009,94224.88
PRODUCT_000000119,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,53653.67
PRODUCT_000000120,Sony Bravia X90L,CATEGORY_004,PRODUCT_TYPE_009,BRAND_004,PRODUCT_MODEL_023,66240.35
PRODUCT_000000121,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,40728.71
PRODUCT_000000122,Penguin Random House The Last Chapter,CATEGORY_009,PRODUCT_TYPE_027,BRAND_019,PRODUCT_MODEL_059,483.33
PRODUCT_000000123,Nivea Gentle Foaming Cleanser,CATEGORY_008,PRODUCT_TYPE_023,BRAND_016,PRODUCT_MODEL_052,1038.80
PRODUCT_000000124,Samsung Music Frame,CATEGORY_001,PRODUCT_TYPE_003,BRAND_001,PRODUCT_MODEL_007,29237.32
PRODUCT_000000125,Samsung A55 5G,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_009,44927.60
PRODUCT_000000126,Nike Pegasus 41,CATEGORY_007,PRODUCT_TYPE_022,BRAND_009,PRODUCT_MODEL_049,5421.55
PRODUCT_000000127,Adidas Supernova Rise,CATEGORY_007,PRODUCT_TYPE_022,BRAND_010,PRODUCT_MODEL_050,7033.56
PRODUCT_000000128,Samsung A55 5G,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_009,60595.98
PRODUCT_000000129,Apple iPhone 16,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_011,89760.40
PRODUCT_000000130,Tata Consumer Premium Basmati Rice,CATEGORY_010,PRODUCT_TYPE_033,BRAND_024,PRODUCT_MODEL_071,1597.12
PRODUCT_000000131,LG Smart Inverter Refrigerator,CATEGORY_005,PRODUCT_TYPE_012,BRAND_003,PRODUCT_MODEL_029,80631.35
PRODUCT_000000132,Samsung WindFree AC,CATEGORY_005,PRODUCT_TYPE_014,BRAND_001,PRODUCT_MODEL_033,41199.60
PRODUCT_000000133,Nike Club Denim,CATEGORY_006,PRODUCT_TYPE_017,BRAND_009,PRODUCT_MODEL_039,5422.94
PRODUCT_000000134,Nike Sports Performance T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_009,PRODUCT_MODEL_037,3342.10
PRODUCT_000000135,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,26578.23
PRODUCT_000000136,O'Reilly Modern Data Engineering,CATEGORY_009,PRODUCT_TYPE_029,BRAND_021,PRODUCT_MODEL_064,1218.42
PRODUCT_000000137,Nike Sports Performance T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_009,PRODUCT_MODEL_037,3157.48
PRODUCT_000000138,LG Basic Phone,CATEGORY_002,PRODUCT_TYPE_005,BRAND_003,PRODUCT_MODEL_015,5585.66
PRODUCT_000000139,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,5310.47
PRODUCT_000000140,Samsung A55 5G,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_009,29184.74
PRODUCT_000000141,Nike Air Max 270,CATEGORY_007,PRODUCT_TYPE_020,BRAND_009,PRODUCT_MODEL_045,9193.69
PRODUCT_000000142,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,67058.34
PRODUCT_000000143,Dell Alienware m16,CATEGORY_003,PRODUCT_TYPE_006,BRAND_006,PRODUCT_MODEL_016,160186.05
PRODUCT_000000144,Apple Watch Series 10,CATEGORY_001,PRODUCT_TYPE_001,BRAND_002,PRODUCT_MODEL_002,20224.79
PRODUCT_000000145,Samsung EcoBubble Washing Machine,CATEGORY_005,PRODUCT_TYPE_013,BRAND_001,PRODUCT_MODEL_032,41497.97
PRODUCT_000000146,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,47949.34
PRODUCT_000000147,LG NeoChef Microwave Oven,CATEGORY_005,PRODUCT_TYPE_015,BRAND_003,PRODUCT_MODEL_036,13913.89
PRODUCT_000000148,Samsung S25,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_010,109393.56
PRODUCT_000000149,Maybelline Matte Lip Color,CATEGORY_008,PRODUCT_TYPE_026,BRAND_018,PRODUCT_MODEL_057,628.56
PRODUCT_000000150,L'Oréal Daily Repair Shampoo,CATEGORY_008,PRODUCT_TYPE_025,BRAND_015,PRODUCT_MODEL_055,1284.00
PRODUCT_000000151,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,66708.79
PRODUCT_000000152,Nike Air Max 270,CATEGORY_007,PRODUCT_TYPE_020,BRAND_009,PRODUCT_MODEL_045,5361.41
PRODUCT_000000153,LG OLED C4,CATEGORY_004,PRODUCT_TYPE_010,BRAND_003,PRODUCT_MODEL_025,133479.75
PRODUCT_000000154,Sony Bravia X90L,CATEGORY_004,PRODUCT_TYPE_009,BRAND_004,PRODUCT_MODEL_023,122742.52
PRODUCT_000000155,Nivea Apple Cider Vinegar Face Wash,CATEGORY_008,PRODUCT_TYPE_023,BRAND_016,PRODUCT_MODEL_051,382.80
PRODUCT_000000156,LG OLED C4,CATEGORY_004,PRODUCT_TYPE_010,BRAND_003,PRODUCT_MODEL_025,185100.33
PRODUCT_000000157,Penguin Random House The Last Chapter,CATEGORY_009,PRODUCT_TYPE_027,BRAND_019,PRODUCT_MODEL_059,560.38
PRODUCT_000000158,Nike Air Max 270,CATEGORY_007,PRODUCT_TYPE_020,BRAND_009,PRODUCT_MODEL_045,14032.02
PRODUCT_000000159,Apple AirPods Pro 2,CATEGORY_001,PRODUCT_TYPE_002,BRAND_002,PRODUCT_MODEL_005,10832.97
PRODUCT_000000160,L'Oréal Hydrating Moisturizer,CATEGORY_008,PRODUCT_TYPE_024,BRAND_015,PRODUCT_MODEL_053,444.99
PRODUCT_000000161,Samsung QLED Q80D,CATEGORY_004,PRODUCT_TYPE_011,BRAND_001,PRODUCT_MODEL_027,70969.13
PRODUCT_000000162,Nivea Scalp Care Shampoo,CATEGORY_008,PRODUCT_TYPE_025,BRAND_016,PRODUCT_MODEL_056,1575.74
PRODUCT_000000163,Nivea Apple Cider Vinegar Face Wash,CATEGORY_008,PRODUCT_TYPE_023,BRAND_016,PRODUCT_MODEL_051,1142.79
PRODUCT_000000164,Dell Alienware m16,CATEGORY_003,PRODUCT_TYPE_006,BRAND_006,PRODUCT_MODEL_016,156186.87
PRODUCT_000000165,Adidas Ultraboost Light,CATEGORY_007,PRODUCT_TYPE_020,BRAND_010,PRODUCT_MODEL_046,8416.51
PRODUCT_000000166,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,38216.08
PRODUCT_000000167,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,31082.45
PRODUCT_000000168,Nike Air Force 1,CATEGORY_007,PRODUCT_TYPE_021,BRAND_009,PRODUCT_MODEL_047,7032.95
PRODUCT_000000169,LG NeoChef Microwave Oven,CATEGORY_005,PRODUCT_TYPE_015,BRAND_003,PRODUCT_MODEL_036,15622.23
PRODUCT_000000170,Nike Air Force 1,CATEGORY_007,PRODUCT_TYPE_021,BRAND_009,PRODUCT_MODEL_047,8362.43
PRODUCT_000000171,Britannia Classic Potato Chips,CATEGORY_010,PRODUCT_TYPE_031,BRAND_023,PRODUCT_MODEL_068,426.52
PRODUCT_000000172,Sony Bravia 8 OLED,CATEGORY_004,PRODUCT_TYPE_010,BRAND_004,PRODUCT_MODEL_026,121760.04
PRODUCT_000000173,Samsung Family Hub Refrigerator,CATEGORY_005,PRODUCT_TYPE_012,BRAND_001,PRODUCT_MODEL_030,139128.66
PRODUCT_000000174,HarperCollins Modern Business Strategy,CATEGORY_009,PRODUCT_TYPE_030,BRAND_020,PRODUCT_MODEL_065,1059.31
PRODUCT_000000175,Maybelline Matte Lip Color,CATEGORY_008,PRODUCT_TYPE_026,BRAND_018,PRODUCT_MODEL_057,960.75
PRODUCT_000000176,Apple Watch Series 10,CATEGORY_001,PRODUCT_TYPE_001,BRAND_002,PRODUCT_MODEL_002,12491.55
PRODUCT_000000177,Britannia Classic Potato Chips,CATEGORY_010,PRODUCT_TYPE_031,BRAND_023,PRODUCT_MODEL_068,149.30
PRODUCT_000000178,Nike Sports Performance T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_009,PRODUCT_MODEL_037,2828.81
PRODUCT_000000179,Samsung Buds3 Pro,CATEGORY_001,PRODUCT_TYPE_002,BRAND_001,PRODUCT_MODEL_004,6146.41
PRODUCT_000000180,Nike Pegasus 41,CATEGORY_007,PRODUCT_TYPE_022,BRAND_009,PRODUCT_MODEL_049,9321.86
PRODUCT_000000181,Nike Sports Performance T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_009,PRODUCT_MODEL_037,2355.41
PRODUCT_000000182,Adidas Essentials Logo T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_010,PRODUCT_MODEL_038,1685.07
PRODUCT_000000183,Nestlé Ready to Cook Meal,CATEGORY_010,PRODUCT_TYPE_034,BRAND_022,PRODUCT_MODEL_073,370.80
PRODUCT_000000184,Adidas Essentials Logo T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_010,PRODUCT_MODEL_038,4203.55
PRODUCT_000000185,Nike Sports Performance T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_009,PRODUCT_MODEL_037,1597.72
PRODUCT_000000186,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,55543.71
PRODUCT_000000187,Adidas Adicolor Denim Jeans,CATEGORY_006,PRODUCT_TYPE_017,BRAND_010,PRODUCT_MODEL_040,3326.03
PRODUCT_000000188,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,39839.15
PRODUCT_000000189,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,5080.87
PRODUCT_000000190,Adidas Essentials Logo T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_010,PRODUCT_MODEL_038,2431.50
PRODUCT_000000191,Nivea Daily Moisture Cream,CATEGORY_008,PRODUCT_TYPE_024,BRAND_016,PRODUCT_MODEL_054,852.11
